name,cuisine,latitude,longitude,city,rating,image,categories
Roll Singh Street Cart,Street Food,26.888900,75.832100,Jaipur,4.0,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpfRBSDlIFSZMNf69mSVklUUWdC4GgzdZsax2htXuzCF56zpkia6NvKgO-M_NTBrJoDiljRt4QSMoeiCFudCZFstZdhHak-NlwQzAjX2mke3MfzNabKVOfztHWIiC3h8vz4Io75U1rHaH0QOFsrP3VEwCMYxqRDQJ4-wh2o5G4Jozx9JJFTqW4yhfeQl8BgONp6hPcukDOSQrFtFC3V8G2y5mSZ8rE2e4a8HPgzoMH5nh2C7p6eBk9jj-8Pe_LuQ89VG1rLUbwp7R1LvAkxw4fnAarzObU87ZlrMSMnQRdhHcRwIZRs&key=AIzaSyAN1Y6DgLtlU24YTlp77O2gR_Lw4xiC03w,Other
Shree Momo Stall,Momo,26.887890,75.831776,Jaipur,4.3,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpeloI8fz35uvCsoTqgD0oB3bcyTegJuY7XjrdvOhX1fnUgzW_djVtjGPMSaoj0h7qqwlgua9kB1ro1KljoEzj96rEkdyO90x4EdqHq4kWOAMvsDuEURix6QJ7dHkpU0MkWL8woQeJMRXr_o1hsLJhu944Lf7ckGNd0Zcy7bNyG6ofZ3t8LI5pOBaj9ec_QBKK0FIF-vc4Cn2gad9eg6t7dhy28cvn05lVPkmsP44sSvEYQ7Q5tICYxMSIBLEjUgOqSCt-e5OHXQnXuMSk2eErHfMHaTwvsjlQ_mmSuEkrToycRFnvCOAr9oPq-2lQKnuFwsi1T25s6WU3lRv_8FjBPxGMknVOJxXymUKapYz-GQQ8sFhy7TiGlekBBrujoI36Df7H17YGKgCurIpo5ck7zNk4wOb008UDAfeHZxMZJmO7UyGGpMLsqkIPmuJUxmr437J5nUA4DOLL3I_FIB9bBdDdQgVo58wtemechJ0uY3ZMfjY_OtWHfBFEwuPIHFT-oWHMMfLhyI17eNR0LClcCB8Gq0KK2EzJLvZuS0XLVR406wX2HovOX1TUTkc4ynjnj-oX8By-BjsHLbIu9ApPSZDts&key=AIzaSyAN1Y6DgLtlU24YTlp77O2gR_Lw4xiC03w,Momo
Masaledar Chat Center,Street Food,26.888765,75.839322,Jaipur,4.2,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpfsgOJExI5cRfC1BHA7tcXl9O7ewYD4gk0S0f4BMMa5kPWnhd-xeSQDKeuLTT0NzaZpFV4o6qtroPZIHBgmlnqcehSscZ_Im-cuMuAem2lckXn0PfMnnDWNfzyxTstdEsze8Cb7PW_5JbdNPS7cvCBSoeX_LtrBI7ytVY5evhHy9_BleOyL7r31fALD9ldbSB8HVRRPZCEv5ETyKl7amfagybsywo355rA5W0DlhGQOGYC_0TaNDCGSEpbjyyesR9Cdljc2ncl0cfSIOD-hNqarxmcb19cPaG6Mv_DoVrUl_zpCci8_D5QATL_hsUs5LkkqgOQDlo-rfNAONSEwhad3bPdRI3YHp2grttIi3Xv9zcAMqhxWMbRctMxG1Dafff71WwOPQP9LwqIvSF47CkuvXjM7rxP6LYPM9hzmx3nmtgJ0LowvR6yEIYFn51mFpiNukDTsMMzai9LF0sB3Noz0U7m5obg4XZbvOJb7G8u43F6r3qmHHCOejk4bXR6RBYR5El5CIIbkBV1C2pBdPB1PZzJtC_TxMzc-wqcdwiQJZE26tx2Px7GETL0reVUpJHWX3HgS&key=AIzaSyAN1Y6DgLtlU24YTlp77O2gR_Lw4xiC03w,Other
Pizza Darbaar,Pizza,26.886543,75.838400,Jaipur,4.1,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpdAlcoYOJ25CPxrIymYNehMpSFmHh5YWHQ7SkOkJkfhEy1c7BuQlzxKCZrHJ3Jmuen3q3wxCI57DtIaBluHHjnUAQTDEKm9BZ_jLtptusaZw0U8wR1j20eM2F7Wa_auBXy2aSPZM9W_i8-Zjm4xV6kfC75MICbfxIE_2l_fm95J8Uetml_i-BqFyd3V-PhHtqUqkWDnfUwveOwHoJNprFdaBAEg1HkpMHZ57uC1JzUCG1sKyPXDkROgQ8tZlc3Hzm_CWqO6f8N5saT7-GaUy9-PwGEje6YuFmlW9YPoasXHJUt4DV8&key=AIzaSyAN1Y6DgLtlU24YTlp77O2gR_Lw4xiC03w,Pizza
Noodle Nukkad,Noodles,26.890555,75.830100,Jaipur,4.2,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpeLWG9CzZZegRN8ORGr_Y1lmt2YfO3MGfzCt2rMeuuthvOeGk2Tq20PifxQsYljK5KoiaUqTZU31oW8UHNlStS6XLnyic6ACX6zGkQ6J2YAH6EZjqpB3R61sSr0fmVffTtohCIich3hwMXuJ9t-okM1ZrPnq9SivOVME7kDSdkWe068nJooLRHPC_-_HCoVNOgAZENgNm2mYSBSNbIhVNAO-meriJSFL8mSNLwaA13x1zLa9JvBe6WGkWSHVRJeDfBCbDaZemIun_Z_wgrpRoI3KOyepsyFLNK6Ope3xWemqhC4KtS0GvK_83YBErt6u3el0leOuz3pCPk1FqXjAz6n1WkQ07bqALLjDKBOKmpv0wrOV7hAuV2GqibZPqBNQa_Kkp7oJBE_RnzyL6Jtc6_N7pnH4EGL8jezUeE-qZL71_OFQq_UsWM0qOnY9kA3Rg_sGKPgFXFXOx5usqVCcEHcMD5rbiKHVbsYwDLNe1O8w6TDobvg1wYGtNdxUFFhOJBenew9vlDf0n3kpjMazx3_0XZowY5i-qKRdjNcMAQzJyMUOy1fYYfD3F_4yuQnXSRDYDwc&key=AIzaSyAN1Y6DgLtlU24YTlp77O2gR_Lw4xiC03w,Noodles
Royal Bhature Corner,Chole Bhature,26.889221,75.836110,Jaipur,4.4,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpcudDFK1KyVSevKZEubf20aScaiyGaUVQB6jCZDrUYYFSjtQ2AQAakHpNkdfiorzFBom2H2sHkVZyOqXLzjEfPP1P2QaQan3VC0zqGs9o1gRY0av4NQoJumBbTHDNj09kwtsTukGO-nv2zhyCC_z2jGqFXsxqZG948-mdRYM168Y8ykdGUNcsYCYDmoNJRgRKZpZNN7s-bpBfFacEL78NI1eczrm6avngH5TgF7rC8X7C9vcrgoOmW2-ROcaHwJ1dJh2lFQe0_sHM0vkKGCyJnJcb2SoTAsbtBxcPPM5asLpItMjtc&key=AIzaSyAN1Y6DgLtlU24YTlp77O2gR_Lw4xiC03w,Chole Bhature
Momo Nation,Momo,26.886999,75.834900,Jaipur,4.5,https://via.placeholder.com/400x300?text=No+Image,Momo
The Pav Factory,Pav Bhaji,26.888701,75.839411,Jaipur,4.2,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpfTbnPwfzgl_qzix3zVwZWSJGMlm3Mc49LsoECWupg6BHUKfZCxejk_2XwsKaHJajgefTgDdfSdoIu6HgaE61rFftb9eBP3VxJF_Eu6R13vcTCWbzeL1CcBZJrvZcZzYa__u7m8Ip7OejuWUWuY1R3D22MWMb4B0puVkGp3j7bTpo355IzY1GdgolC0WPuVUfF_pS0COj4hC1Mml175V9b3OSqy8Ak7rL3b2YLP4ESZvkZMZ1E7GRvzlGYSXel-kizvgAp7s1Nzlj9wCtOK3GFmcbf02HF1G1LTgyEN5bqh599l9AEHX0_LhRPw6tuFzzs9i0IqQkZqlVW9e0XQJjWUDzUiPK38NE6IJwzOo2eYiiwO7usmISOHSIkUBZeKzFjFTbfMYT0imc00tp2N_gNb2-0wJPs_oZDVx24EpHzCbzkqKPaaN9UCjCT2ykUydhifKoIZrOrtiU3RJ_qO7VmcnkTz-o-xQAcSNpMc6iaFnpZT9Tm_YmjicDZwwEBQzddhTEwtNaPlQD6Nuk1S1G9oAbz5UoX-DyurHF65rITVqiC0bObP0_WpagWNybYtl4WRGm2HAGnSBA&key=AIzaSyAN1Y6DgLtlU24YTlp77O2gR_Lw4xiC03w,Pav Bhaji
Momoland,Momo,26.889801,75.831445,Jaipur,4.4,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpfsgdipqJoAaxFT9_IRXLlFy03LHPOD6ZAho0hcA7JLptwedWzhQdRYnk4KVHR2z8clLav4ljb4g4Wgz2sOnrEuSUy20Z_DKIV4Lt9Omp-3tiN5U1kxGYNTGrE-cW58uZ7EwRA1S5OzdPSgQ7PjrWm9kaPEu5VT6paSYF2OtzIZTgkgDgg67KmVGx5wtflcKGdzOmEOrOWCQKrqjL_xiGF0ASu6Qq_C0lYhwdR8OAqnB0crkquc3NWeaRuUEUZl-l0wbkTPG9g82JQRnlO5XR2i5InzzRLEMKA5ppTwc3sHiA5gre9SKm83QZTpP2nut0OrRSJMpqzI8qQAPcqrjZWMq4NcqlGVUdRhZAaSLHj8ta_FgV2DBXrHuV3l87WCAFKgBUfv4xQ3_TznpxhRvS4lOd2hVjz79H_XnUIhYTSDiQ-RFLuQ-y2KWfFqeBjqhf0tVSzwDyjh1Zy55VH5aSruu52yEXGpxZeRSk6H8GvxYjzedjuq-rOQESHNCXAXNmXPgpipEyClC84ZRyw7BzkZRwqOx5HY60HXeSQkB1LEhXZfh8MilbjaL3A2STXu5zPNtsnz&key=AIzaSyAN1Y6DgLtlU24YTlp77O2gR_Lw4xiC03w,Momo
Biryani Bhawan,Biryani,26.886321,75.837800,Jaipur,4.5,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpezYVuXyA7Dz5AKB1SjYP0iiRoVOtw8AnrKRxmlqLMJyzdQQ16XdsT62_rlUqds7ijERdTG3ZvXDScBwuqo-NtbMi-T0bmHsmoyIpXfxymOC784jOYKCzAh15wdNqYeEv9JeAp_y9Br2sn049UUkb3MADMsoPTWy2grj1d56XIXivI9KKOaRop5V-srtMvT9d1OZnTTuIL0Y6cUtUyLhklf-Td0cGAJ2ASxApZaMfsZYPSd1hX_r0XReNkmCg4XnHQqEvqASPVAgJSE-R3xXrT85MECII_8OHOmrx4khZWDVuaww0Er6uv-C1zHBTyGLBCGsSiYeFa3JpP1g_Y5BEYGQQ-Ag0XJri8f-TXVfumU1-mn3-Kvq-gsY6WXAFoLpFTQT31q98P8gUKQwiiQzPAEuSRQ1TYEFagDU6zXUIRFm2e7jScf0yomOYPETHMGWLgtXF_V1gfG8IqqNpBnsiRL8xdn91a-THTLWRFJpRlYHMpQzKM0OeziqDxknNcpu8OwOiOnOjSvLoySuiv-heJ_YFXzxTwRAFb1V8cGDSpaF1YuWA0rlIjSLls1YY30kk82gvYIDbryFw&key=AIzaSyAN1Y6DgLtlU24YTlp77O2gR_Lw4xiC03w,Biryani
Royal North Delight,North Indian,26.890001,75.835600,Jaipur,4.6,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpcW8adnAfWou2v7iC-mm4lJ2FyfCkSHqo-6XhkQB_A3Ui_mubk0XbSvY_MHZcYriHYdAdDTdsE-Pe6X5818AaI5yIhWJrVmVa7fORpCA507nYXY0Ez3KFnvy3kPsJGpiIKg16pr965_NPd89QtOHUhob78D3baFclTxxuxtTgeHtIrwiThtao5BJsHsDpwhdK82Lzv0lwtCxCcQFOwk654WrcXBQV9S9S4QlCCSLuuwBfIT_lwROqr63uxUeKUNvPlexxtuUpTFH5bWonTK4kVvjEBgYNJaXt9VDYmYF60nOIHb020&key=AIzaSyAN1Y6DgLtlU24YTlp77O2gR_Lw4xiC03w,North Indian
Shree Ji Chat Center,Street Food,26.888421,75.834321,Jaipur,4.1,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpfT5qt-wvis1fGCgLzmrWCCiYQVzIeoOYn2U0GjoIGqTr1Ve_lBUSCiqTAVr26aHg-cUXr4AQK0DLlt8DmbkOc3J4XysYsiQX3RwIhpOU5Px4v5vtkAA53Z1aMLG4o0fXWpJqaxAK9jfyEtsS2kuQy3gqzdmFwVrMH4wF7YxWTDIr8Tqxd4a2jhR6PM-7N1NVEXbMgrfM1ZLF7tq8g3iwnihElT3z4hOxDV25UVqNK7wBm2Ropv06C-MOK9KK3lMqiLof3TM1VCAWUxwunPUfMz5a2KBb0JolrX3L2_SYNi4sJohSnVH4dutD-DSSwxDQaEkEkQ1QJFC4uUk7yC2skuGFQi3iPHmx6PRZzh2CxI0TMWiYjcUevMYyEiE2KSU1MlxO9s7H77GiRIFl_OqwPhM3VmUOUjtSN2bqTRDg7G7lumA9I6WlNbpg9kMpCPmvfZQPnC5rV_dMRP_8Txj-6R8yR0LyzXvWQjn-dYluCSl4tVn7eUFR0xAMh616RJfKOx6LoauB5x-qCzr9-ESZDy5r8bq_Mej1nnbZSnJq1oBGd7gu7mkkBUmo8E3qn-V9j-3LJLJS8zlQ&key=AIzaSyAN1Y6DgLtlU24YTlp77O2gR_Lw4xiC03w,Other
Raju Bhature Wale,Chole Bhature,26.889012,75.836123,Jaipur,4.2,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpdzMfxwhpnS_0XwzqWI3uzq_9lIRfdRRP3qwQNZ8UpExE11EWtMeWkM5OtbGPFKllvaBdlQCiAyIvCZFKESZn2jzlg8w3-C6XScKX4nPUMVyO1JnmMA_kVRB5hsYdSSbDqRE8ZAxiBH3yfvDL_nbFj6zjS_6bb0NbXL9IlHk1jV_1URH6Wb8Rn6QSUeP7_ZF1x1cSnuCBFWNLar4ylPt4u2fLG2hSpK4u6T-nrtEMwgrR_1Tv-Ccb9wZxBXPt8csmjOG1jA_dsnPRbm3s99zs8Y0c8g-SX4O9JPd2ZHvXYl0-SmfvmFiMqT8MeF-XARVrwkNsVFtnA6WexTcSaF3hflhb1xLVdgZ1_xxicdpLs6RdCiESESj4IdF7w2QCsZy_fctZv3GXPdWIx71A1Zp68kbk6uXnC_3GVHO0CH_x7dnmVcWuQAfZr4U09jdlyyzp2W4dXqncak1Lp4hWjVVvHDfd2f8a9WyfCyNMx_CV8d0GlMRhiGR7sntiDZVS6Vy-Iry085_3esni1aYvHMRj6VUSomuInTdri9XNxhM_qUPwVVyQ-KcePPtT-4M8Hq1wb_S_q6voizzQ&key=AIzaSyAN1Y6DgLtlU24YTlp77O2gR_Lw4xiC03w,Chole Bhature
Pizza Wale Bhaiya,Pizza,26.887721,75.832889,Jaipur,4.0,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpe1E4ULL8BTgPB7uCXVFJwjBwEODt9Cyz8a2OM8HfZ0eaUMqG8CVDw4pc4aFID4l2F9RyaHRXYMlwiWqDtVWPUAQKcdKzoj1WaWCGjTTOBGBk8z4U58kBreXguXoiIe6_0vj7HjXuQXvXC151qxq2trSDI-W_9Sty9RrzG2HVV0urzMyIAbYWs2P4tkPHrNYh7wJHWgB8CjCN6UqHpCw1oM4sy1s1szpkygWzDnPpwkwbytDEsn3Btit1EC18KzcMJfC6mMRgR8hrSvcD-pRTL4buYYNzx9Hkbw7PhiAhgJB1fdExhdr8u_tHafurkp1K3i5FTFRvsduNBXra2nFvaK33nHwsqFuUyRI5pwsJofT3d_e7NVO5D66iJGDgzz8mqcj98q1w-ncOMicxPG11AtASQLKRx53W4uNzHiHQnoCAR7TKNqhd_iJ9DT7HVWFNiLk_u_XhC9VUgyZJ1z3HLKnT1VnDL0wH-b8mkZ4ztNTsAZyAnNFgnhwrLRDqWgn58JiVB2rgCyrDf96kPHcpgpowKAUSau_PosCuh95xJdtl5Ct8zau1It6Eak-V7kEG5GWQ19&key=AIzaSyAN1Y6DgLtlU24YTlp77O2gR_Lw4xiC03w,Pizza
Mirch Masala Paratha,Paratha,26.890332,75.836430,Jaipur,4.3,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpeCrKPcFxoX_UOE6a_JZYYwM8Eq8CdJupdBc-ZRQovJfbLgGHbvwISVyp7NwLOxJ89xcCvSfBrPu8viKvHWx04GJsqEGQwPdt1LILj7-T-9hLPCDSZ0f4YyQQB1zNDjwpb8-vpakAE5rmXvE4G0sbp_FDlKYz_nN7c-ZHyyWc_E9mUdf6WFqcJp8Pxbal3zfFQ18quN1zJqx4K8BCKPBGxUzroH2iElaxjVgIYqnxr8na3yOxuhAwFtmyHSU4EaFjECggW5fgRMR1e0Feo_X3qlgJxauwJ03OJPHqUUVYE_zoGto76V59qocjhm_3d9f6PujC_Rp2tpBH_EptJAgCsR4jD-3_cnK9xTKHgXIb-hXEeeV5ZFP6hKJyIdIFwpD2eoyi5OUtgMcdkxU66PI1Vty5DuDHV4w3jnP7zlsVw4UZCe2cqd9U8vWoX5Sq2t12NOTlTZcjUsSnYC9rDtf0-PfEC1MFnY1e5cEJkPYSFQW1AML2d26BWhGe7p6vBe_-kGdpEx_MkjoXpoFjMi6IL1oyuI6_0e7EF9ubetGOjKoio-HMALGsC9M164ubu0AehVPPvG&key=AIzaSyAN1Y6DgLtlU24YTlp77O2gR_Lw4xiC03w,Paratha
Chinese King,Noodles,26.888001,75.835676,Jaipur,4.1,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpe8shOsHJWw66axraKItj5lejcqk-2MaHzsIyvE6cXAuHRHr_76y_nHAp-oA-FfPGcIjpEzJN7Nw-fOqkDe6KPocHjbMxVTNRBLbnAobTa_jZFOArfq1rHQfxbwWgpgTSxPaPypcehYOkDQ6Dq4nI0wfKoIUwTs7ueXKiqfI-KpiHA17dKRbhPH3AhCqfgfJo5CqA82i_1oKVXnl3mmKlA-GcwxfLqtPTHWK5pJR0FQrBKFG7NseD_y-hUeOgjSd1Fw7oJuxKCxqZzNefac9o8GcvIg5-P10G4kaOnq28VUVUmn64yNg3eWHfL11MfB5dVSAZTum0vM0JIY44qUFqMFqvnEBW7mlepfk-Q-Gk2VAiwCfqDhQalHzh14tR_2qYmnNhjShHEV3PcYIDBoq1N0UjnbjseOWqduZV_RHqg2Q-OuQ-HBTEdrmG3NregNyCg9A5s12_E0iY5n1ODE3hvRa_ZCI2tKKw7yDS-s3hqp86lfWhBnkAtlWIDWtnV78a_jyleBAW3u5tOuS0COSrqYrE8Q8LuKUPqS7y-fyXop2SMIUvc82ivTuUlWbPkQtXunAJzu&key=AIzaSyAN1Y6DgLtlU24YTlp77O2gR_Lw4xiC03w,Noodles
Bikaner Bhature House,Chole Bhature,26.889900,75.837710,Jaipur,4.4,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpeUAlR1NQrfGzXM14F6Qs223dxvMZXu87m9WCong2vWrxnxt2iUXPS_ST6pg0dnTIAEwYhPZ8b8lSLsBvOQyBRmU_350j58zYSvRASBm5Yl4bwCcLie87xSV7-eBke-9R7T9EaF7IwUht7qAAPocYLxx6sI90ZomlA-UZqG-QHGGwXwHW30bP8daivpZJnvRNcSokBF0nG9ahBfCMx201ZLc9_Dtf3PH8hQamAfbMbuc7H75ajIrGOizvUkude8pPW0VOwFEmgifZDejsH8WlElHC3pezSyVfB_ivLkA6hLVx0xYXPzY3egbyOF0jMjGDdiV_Vz-6KGgHVgRN6OIaH1yEKnREnXeFVbUVxRBNfiTo4Ni3tNzy1Cc4i2JFQvmNf1YxNnVQ-7875j3vITWi0A-cMoyDEwy60MRweNVC_5TXECFKX0AoQs_ONSoo64TxwLLy7I_-KnJWHMiI7VXAZmGmjmcZAFdzm4RpA-1fircXWELRSdJYdc1YQ7BmTVkn8FihmUEe5F_nOtb-5G8rDzcqbUr_dosuMjg981c003hTkhRj1HNNb6dSe8RO6dMWkyPLQ5&key=AIzaSyAN1Y6DgLtlU24YTlp77O2gR_Lw4xiC03w,Chole Bhature
Zaika Chat & Snacks,Street Food,26.886789,75.839321,Jaipur,4.2,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpce-BNpM1p24n9DiY-3onhC2P2sKb1qHrh20grxmqN9oaCftd2TVDnhf-n5tf7zMxiflYeBcLwofBpG7ODxCiyWP4z1TWnWz5ZXgHCZlGtN3xW8yz-2j9BZ1ZOYR7kc7rwaW80_tI6Ja0zlyS9k0GXpj7LIsrW6Npxw0E5JLEFAUe9yx8SjezWxQnaN_p5yFG3lTM0_KzvOjd9QuRzhtaEjh9aPA7x9fRVVxGw9mjs1NcY24gLpeR-wKcmlXBPRqcaz60Xm2jisbp53cd-jaexBJVuLCw5hWnFI6JCtD3IqOo3O50U&key=AIzaSyAN1Y6DgLtlU24YTlp77O2gR_Lw4xiC03w,Other
Tandoori Express,North Indian,26.887123,75.831876,Jaipur,4.5,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpcGC6lVXkxTYvySQxx-rOqNG4FtajVU8JRE9mxL6L67woBFGrnHNksWTWq82plelqGR6rB8aDMby6stSEeUUVRH-AiKp0yanNMTEkOUR2ojgsVm5S3EbWPLOWTUco5iRxin3a5pYWEMi8qrhb23gvu7medAg4b-pN1Bb1fh3_aPPVp-rABmIpx1VfH9hNM629bnK7mL0wMFDGPo2ZIutJLpednS-w3_J-uyewabgRK-xfFZLVe7skyvFnD30_57tcESM58ok64Oswu6g5yPVpYrgdON7ncwjWNlbCUAAzLaI0q6QIons4k-Bql6M52caPl_1TERsRuPQS5oo_gy6fjCCnM9m9fR89bOsIGU3Kx5GRn-4osIEqciA5_ZnxhSHHvQsZjGqLtrydZnd2QcvO6SZQuwLbEPyZMC5mDj8VsCVFMIqcKXdXU1XhO_Y5ugSwHd-1zFoTkfqg_LB52AHmmCWgRQqcXiXEJf_VluUS5D56duZ9REPhnHSGJjXyAu5mbvsrXkrIc1KtptIiCSmw1tV-fVWGXoqE4eAnV39zN0wqFhq7BCb5jT8nKVWoEj2XmkpwydvZNrtw&key=AIzaSyAN1Y6DgLtlU24YTlp77O2gR_Lw4xiC03w,North Indian
Biryani Junction,Biryani,26.888444,75.832101,Jaipur,4.3,https://via.placeholder.com/400x300?text=No+Image,Biryani
Momo Station,Momo,26.887666,75.833411,Jaipur,4.4,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpfdAQy4Hu6Zp3zp58fvHqg34oKLpe8KwnE_aGix6m2ffkc2euVDRzzrOx3UayPSf4Nnv91JEGsJ8sLeV-zM68-s689w03ZgOJuzh0qenZmnSgDB4iN1YdlsOO3I8cmWByBngSr0to8xSDlyOPfAVzvI5gdkf8QYQOBinDrxPviAweijr51ZCpzvDMnQ5NWlSbvv0l7_leCZpKMyx4skAxovnpbsJykAD2c1k8CQxH2BwAckDCEKPt0zpFmizCA3nl6eWz1dq9U2cIrDFmgNOLmQonxtxnsaZkOs6QZagbgs6EgotpQ&key=AIzaSyAN1Y6DgLtlU24YTlp77O2gR_Lw4xiC03w,Momo
Roll Pataka,Street Food,26.889321,75.830556,Jaipur,4.0,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpfY6H8N_3yL_dWS8HKo2cG_fzZDvdlM1_5MoBLsZ6bPknmvZLOQ-Lv4tvtNFIdvlu1KksYbe8guKSy0pjTD-qNQltnxhS7aKLG-hYgISBmRb13mPID5Fk5omR-nzBbOxGy-mmlF6Y0kkMW3WZwvxZKswJb_tU0Ueh7ZZ52fBsHrahh7L6n5oVqZFBqr-gOkJVISMsEBMZyxCj1QOIfDZaOT2VNUHmwyqUT9dqJmNVHtyCOJg0PC8otmq0Y3JJs57JQ--KejvFj9gWalkJQOA9AYMKT2Aahwe2t41hEEGJSTevuiIb8&key=AIzaSyAN1Y6DgLtlU24YTlp77O2gR_Lw4xiC03w,Other
Pizza Bazaar,Pizza,26.886999,75.834300,Jaipur,4.1,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpeHw4UGk2JjsRL12ei0ty-2Ba5Q68UCO2oYrDYriiIgSoLHJfq9kA8LFD-uQzWDUZYfdALwIfTWfpAzEwUfpXx3moAuNTVgNKn4wk150woybN-OOAgae1OojBCyj3SEjPHmIpxjnxPVxU3mi2-XAnfGkscx9HhdBYmdhfrt0knejNRIMV6CBoMorBSTcwJRwLU3Y0kxHiJaELy1owGAnrDtqysuI-PAVreN4E7pEZxXidlLJJACDDD38QrpR_NOpQ327Ehv53ixv8WJoFEjglT543UKTXpKNjTmysBVYEcavTMSaDJGi0ch72iU0mxv3nPqcwFVvNKrHvEfKbpQaqR-zyaqkEb65oB-jxNlg4WJVr6p9CDLl_H9-VuXYSgxeFfmBZeDSGxjs_6B4b9QEhMV6nUlBBxe3Gp1fM8VgXA428jx-vK2HxRRBUAOyBqJGFF1lTKlqxFAud3LBSyc8vh2EJGFti3EMUm-ls-2_lHQgZdAbbqGqasqlNqAcg7LrV1cnxTJ3v7zBaF0NxjM4EU34C7itv8oxkLbwz5-A2jKhCPE0yPnqfw568xcw6i0Nl4_A9ZcXGYCYg&key=AIzaSyAN1Y6DgLtlU24YTlp77O2gR_Lw4xiC03w,Pizza
Street Noodles,Noodles,26.888110,75.836790,Jaipur,4.0,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpcGazrBrfG--zqBq1f3a2D0SPFsnhchmB8emAPmUERvCRU5AAglvUgDIFZ-BG3k4iWhA3ZDkx2oe_aJjslhpkRkf4FOSr1rtYvw5M_JzSKwL_FOul-R-qfV7a1Ka_A8p_xaN0X_azQcii4CeJmGWIYEYdaUewq2d17RlSIPLduJDhx4EKyd20rNX2-wH-akRhDMncB3hciUtUxuAPD8UB2rHM3TWCk4Fni3IQhlbkEP4dL1VwBXTG2O2ZxNwL_kpovma3yqrYxo9NBq5EPIYEVzunn8CHrpu_ayAQm0MpRjcuIvDWY_bl88iRossHVxiW8bvlsp0mf-5KC-r9uNMkWCdAb-bNfgKiUJNeUCWSVmZy5Etb4cGempgYFaq1XCuW56FCjKR3Nmt2nroQ_b3sI8P9U502CkTuIMUgslJQD8XgdtxWpN0zhCJ1u6UZIN497Zjl7VuwO9Pptd7y3oO6ccjVyQd6DC4S4wihEKqF8yvVKkPd178_CRZ2fTp-TL_yAt0yOZQZMmDCmoeB3q_9x08DGkcIwN7TZHgSIwtWhHLEwW5_DBmzdfI2EAPUsWY6UNdR02guiDwg&key=AIzaSyAN1Y6DgLtlU24YTlp77O2gR_Lw4xiC03w,Noodles
Lassi & Paratha,Paratha,26.890432,75.832220,Jaipur,4.2,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpfII9gR3JqHGuqmjsbch7gpTB8unMb4j41rO9QlLuFK04Zmkciyh0ke1Pswf_NyDzR3DKb_XzEHMlt2sOHM1RGt9vNl3LfsiDT1o2tFW4xvhhk_1LoU-OLUOA7WHq7WfsnWBCD74qAYzKtKQ1-MdeLSeadPZgzzAtialX8QVcLd624FWnVeLTZGJHHzCVY6GGuPQ1Go_aRnFJwGAKM_zcrouQJJqUovhKI0NB2FJtD63EU0UMyMaspkEYtBb5ulMfftwDQbaH6WBNwA9BypinOzE1M93Frl8Mzv2Dmzu2Bkmt8_SRQRArxIlcT4CloVcdJuvCDmvRnLLeckpmp4e8eqSDcOZVAWyFnKIddSjrk45uIllPJKuFseJ6Iswak215KA9_vmMumG4rSgkELZR9_yYhntn21ni4mWYWTrs8JqPLK6AwZsfTDGkc06iJMfcAuFRVfSGyZLNYVvhReNGDLjO4nGakJeWoVUM4gthaOM-T-v0IIH98TCdNrAx52IVLboGr0eZAPfVzNXnVdpurP6nbAvlic5lHa1sVLTLpQAiKz20zmX5ZhGs8-jg6kO1u6AM1Kq&key=AIzaSyAN1Y6DgLtlU24YTlp77O2gR_Lw4xiC03w,Paratha
